id,date,feedback_text,sentiment
1109,2025-10-14,"Very happy with the purchase, thank you!",positive
1110,2025-07-04,Customer support was unhelpful.,negative
1111,2025-10-15,"The product is okay, not bad.",neutral
1112,2025-06-25,Very bad experience. Not satisfied at all.,negative
1113,2025-06-14,The product is amazing! It works perfectly.,positive
1114,2025-05-25,"Terrible service, waste of money.",negative
1115,2025-05-17,Loved it! Totally worth the money.,positive
1116,2025-08-27,The product is amazing! It works perfectly.,positive
1117,2025-05-08,Excellent service and quick response.,positive
1118,2025-10-03,"It works fine, nothing special.",neutral
1119,2025-09-05,Average experience overall.,neutral
1120,2025-05-21,"Great experience, will recommend to others.",positive
1121,2025-10-10,Average experience overall.,neutral
1122,2025-09-05,Excellent service and quick response.,positive
1123,2025-08-16,The product is amazing! It works perfectly.,positive
1124,2025-06-28,Not happy with the quality.,negative
1125,2025-06-19,Excellent service and quick response.,positive
1126,2025-09-07,"Very happy with the purchase, thank you!",positive
1127,2025-05-15,"Very happy with the purchase, thank you!",positive
1128,2025-07-27,Excellent service and quick response.,positive
1129,2025-05-09,Customer support was unhelpful.,negative
1130,2025-10-04,"Very happy with the purchase, thank you!",positive
1131,2025-06-12,Loved it! Totally worth the money.,positive
1132,2025-09-06,No major issues but can be better.,neutral
1133,2025-09-26,Product arrived damaged and late.,negative
1134,2025-06-05,"Neutral review, it’s acceptable.",neutral
1135,2025-07-16,"Very happy with the purchase, thank you!",positive
1136,2025-09-13,"The product is okay, not bad.",neutral
1137,2025-07-26,"The product is okay, not bad.",neutral
1138,2025-07-18,"Neutral review, it’s acceptable.",neutral
1139,2025-05-21,"Terrible service, waste of money.",negative
1140,2025-06-14,Excellent service and quick response.,positive
1141,2025-05-23,Customer support was unhelpful.,negative
1142,2025-09-17,"Very happy with the purchase, thank you!",positive
1143,2025-09-04,Excellent service and quick response.,positive
1144,2025-08-08,"Neutral review, it’s acceptable.",neutral
1145,2025-09-08,"Very happy with the purchase, thank you!",positive
1146,2025-08-27,No major issues but can be better.,neutral
1147,2025-07-02,Product arrived damaged and late.,negative
1148,2025-10-25,No major issues but can be better.,neutral
1149,2025-05-15,"Terrible service, waste of money.",negative
1150,2025-07-05,Customer support was unhelpful.,negative
1151,2025-09-20,"It works fine, nothing special.",neutral
1152,2025-05-06,Average experience overall.,neutral
1153,2025-09-07,"Great experience, will recommend to others.",positive
1154,2025-10-27,Very bad experience. Not satisfied at all.,negative
1155,2025-05-18,"The product is okay, not bad.",neutral
1156,2025-10-20,Loved it! Totally worth the money.,positive
1157,2025-09-12,"Terrible service, waste of money.",negative
1158,2025-07-16,The product is amazing! It works perfectly.,positive
1159,2025-09-16,Excellent service and quick response.,positive
1160,2025-09-15,"It works fine, nothing special.",neutral
1161,2025-07-27,"It works fine, nothing special.",neutral
1162,2025-07-26,Very bad experience. Not satisfied at all.,negative
1163,2025-05-13,"It works fine, nothing special.",neutral
1164,2025-10-26,Not happy with the quality.,negative
1165,2025-05-17,"It works fine, nothing special.",neutral
1166,2025-07-24,Very bad experience. Not satisfied at all.,negative
1167,2025-10-29,"Terrible service, waste of money.",negative
1168,2025-10-25,"Great experience, will recommend to others.",positive
1169,2025-07-17,"The product is okay, not bad.",neutral
1170,2025-10-27,Very bad experience. Not satisfied at all.,negative
1171,2025-10-17,"Very happy with the purchase, thank you!",positive
1172,2025-06-30,Product arrived damaged and late.,negative
1173,2025-07-30,Customer support was unhelpful.,negative
1174,2025-08-04,Not happy with the quality.,negative
1175,2025-07-29,Very bad experience. Not satisfied at all.,negative
1176,2025-10-04,"It works fine, nothing special.",neutral
1177,2025-09-06,No major issues but can be better.,neutral
1178,2025-10-22,Not happy with the quality.,negative
1179,2025-07-05,"Neutral review, it’s acceptable.",neutral
1180,2025-06-19,"Great experience, will recommend to others.",positive
1181,2025-06-26,"It works fine, nothing special.",neutral
1182,2025-10-30,Not happy with the quality.,negative
1183,2025-06-12,No major issues but can be better.,neutral
1184,2025-07-22,No major issues but can be better.,neutral
1185,2025-08-25,No major issues but can be better.,neutral
1186,2025-06-30,The product is amazing! It works perfectly.,positive
1187,2025-06-21,No major issues but can be better.,neutral
1188,2025-08-09,Very bad experience. Not satisfied at all.,negative
1189,2025-07-22,"The product is okay, not bad.",neutral
1190,2025-09-01,Excellent service and quick response.,positive
1191,2025-09-21,"Terrible service, waste of money.",negative
1192,2025-06-22,The product is amazing! It works perfectly.,positive
1193,2025-09-20,"Great experience, will recommend to others.",positive
1194,2025-10-30,Customer support was unhelpful.,negative
1195,2025-07-08,Very bad experience. Not satisfied at all.,negative
1196,2025-08-25,"Very happy with the purchase, thank you!",positive
1197,2025-10-30,Excellent service and quick response.,positive
1198,2025-10-05,Product arrived damaged and late.,negative
1199,2025-08-04,"The product is okay, not bad.",neutral
1200,2025-09-09,Not happy with the quality.,negative
1201,2025-08-23,Loved it! Totally worth the money.,positive
1202,2025-10-01,No major issues but can be better.,neutral
1203,2025-08-20,"Very happy with the purchase, thank you!",positive
1204,2025-10-20,"Very happy with the purchase, thank you!",positive
1205,2025-10-03,"Terrible service, waste of money.",negative
1206,2025-08-30,"The product is okay, not bad.",neutral
1207,2025-10-11,"Terrible service, waste of money.",negative
1208,2025-09-23,Product arrived damaged and late.,negative
1209,2025-10-11,The product is amazing! It works perfectly.,positive
1210,2025-10-03,"The product is okay, not bad.",neutral
1211,2025-07-24,Customer support was unhelpful.,negative
1212,2025-06-06,"Great experience, will recommend to others.",positive
1213,2025-08-05,Product arrived damaged and late.,negative
1214,2025-08-13,Not happy with the quality.,negative
1215,2025-09-08,No major issues but can be better.,neutral
1216,2025-05-09,The product is amazing! It works perfectly.,positive
1217,2025-07-31,Loved it! Totally worth the money.,positive
1218,2025-07-15,No major issues but can be better.,neutral
1219,2025-05-18,Excellent service and quick response.,positive
1220,2025-10-27,"Neutral review, it’s acceptable.",neutral
1221,2025-08-29,Average experience overall.,neutral
1222,2025-05-26,Not happy with the quality.,negative
1223,2025-06-18,"Terrible service, waste of money.",negative
1224,2025-08-29,"Neutral review, it’s acceptable.",neutral
1225,2025-09-24,"Neutral review, it’s acceptable.",neutral
1226,2025-05-15,"The product is okay, not bad.",neutral
1227,2025-07-31,"The product is okay, not bad.",neutral
1228,2025-08-02,Not happy with the quality.,negative
1229,2025-07-19,The product is amazing! It works perfectly.,positive
1230,2025-06-27,Loved it! Totally worth the money.,positive
1231,2025-08-07,Excellent service and quick response.,positive
1232,2025-06-27,"It works fine, nothing special.",neutral
1233,2025-08-02,No major issues but can be better.,neutral
1234,2025-10-27,No major issues but can be better.,neutral
1235,2025-07-12,"It works fine, nothing special.",neutral
1236,2025-05-26,"The product is okay, not bad.",neutral
1237,2025-08-01,"It works fine, nothing special.",neutral
1238,2025-07-05,Customer support was unhelpful.,negative
1239,2025-08-11,"Terrible service, waste of money.",negative
1240,2025-10-28,No major issues but can be better.,neutral
1241,2025-09-18,"Terrible service, waste of money.",negative
1242,2025-05-18,Excellent service and quick response.,positive
1243,2025-10-14,"Very happy with the purchase, thank you!",positive
1244,2025-10-12,Very bad experience. Not satisfied at all.,negative
1245,2025-06-30,"It works fine, nothing special.",neutral
1246,2025-06-23,"Neutral review, it’s acceptable.",neutral
1247,2025-10-28,Excellent service and quick response.,positive
1248,2025-07-29,"Very happy with the purchase, thank you!",positive
1249,2025-10-20,Customer support was unhelpful.,negative
1250,2025-07-05,"The product is okay, not bad.",neutral
1251,2025-05-11,Very bad experience. Not satisfied at all.,negative
1252,2025-06-02,"Very happy with the purchase, thank you!",positive
1253,2025-08-03,Loved it! Totally worth the money.,positive
1254,2025-09-16,Average experience overall.,neutral
1255,2025-06-21,"The product is okay, not bad.",neutral
1256,2025-06-11,Product arrived damaged and late.,negative
1257,2025-05-17,No major issues but can be better.,neutral
1258,2025-07-13,Product arrived damaged and late.,negative
1259,2025-09-19,Average experience overall.,neutral
1260,2025-06-02,"The product is okay, not bad.",neutral
1261,2025-07-06,Excellent service and quick response.,positive
1262,2025-09-06,Average experience overall.,neutral
1263,2025-09-08,The product is amazing! It works perfectly.,positive
1264,2025-05-12,Loved it! Totally worth the money.,positive
1265,2025-09-18,Product arrived damaged and late.,negative
1266,2025-06-20,No major issues but can be better.,neutral
1267,2025-10-15,The product is amazing! It works perfectly.,positive
1268,2025-05-07,Customer support was unhelpful.,negative
1269,2025-05-20,Average experience overall.,neutral
1270,2025-06-03,Average experience overall.,neutral
1271,2025-06-26,Loved it! Totally worth the money.,positive
1272,2025-06-15,"Very happy with the purchase, thank you!",positive
1273,2025-08-09,Product arrived damaged and late.,negative
1274,2025-05-16,"It works fine, nothing special.",neutral
1275,2025-07-21,Average experience overall.,neutral
1276,2025-10-16,Average experience overall.,neutral
1277,2025-06-25,Product arrived damaged and late.,negative
1278,2025-08-07,"It works fine, nothing special.",neutral
1279,2025-07-04,Very bad experience. Not satisfied at all.,negative
1280,2025-07-08,"Neutral review, it’s acceptable.",neutral
1281,2025-05-25,Not happy with the quality.,negative
1282,2025-09-26,Excellent service and quick response.,positive
1283,2025-09-24,"It works fine, nothing special.",neutral
1284,2025-08-29,"Neutral review, it’s acceptable.",neutral
1285,2025-05-30,Not happy with the quality.,negative
1286,2025-10-17,"Neutral review, it’s acceptable.",neutral
1287,2025-09-15,Product arrived damaged and late.,negative
1288,2025-07-12,"Great experience, will recommend to others.",positive
1289,2025-06-24,"Very happy with the purchase, thank you!",positive
1290,2025-09-26,Not happy with the quality.,negative
1291,2025-07-11,Loved it! Totally worth the money.,positive
1292,2025-10-07,"Neutral review, it’s acceptable.",neutral
1293,2025-06-26,Excellent service and quick response.,positive
1294,2025-07-12,Very bad experience. Not satisfied at all.,negative
1295,2025-07-23,Product arrived damaged and late.,negative
1296,2025-10-17,Not happy with the quality.,negative
1297,2025-05-10,Average experience overall.,neutral
1298,2025-09-10,Loved it! Totally worth the money.,positive
1299,2025-08-05,Very bad experience. Not satisfied at all.,negative
1300,2025-10-12,Very bad experience. Not satisfied at all.,negative
1301,2025-07-02,Product arrived damaged and late.,negative
1302,2025-06-10,Loved it! Totally worth the money.,positive
1303,2025-07-23,Customer support was unhelpful.,negative
1304,2025-08-23,Excellent service and quick response.,positive
1305,2025-07-20,The product is amazing! It works perfectly.,positive
1306,2025-09-30,"Great experience, will recommend to others.",positive
1307,2025-08-20,Loved it! Totally worth the money.,positive
1308,2025-10-15,"It works fine, nothing special.",neutral
1309,2025-07-23,"Great experience, will recommend to others.",positive
1310,2025-10-25,"Neutral review, it’s acceptable.",neutral
1311,2025-09-09,The product is amazing! It works perfectly.,positive
1312,2025-05-11,No major issues but can be better.,neutral
1313,2025-10-11,"Great experience, will recommend to others.",positive
1314,2025-05-19,Customer support was unhelpful.,negative
1315,2025-07-19,Excellent service and quick response.,positive
1316,2025-06-16,Customer support was unhelpful.,negative
1317,2025-05-28,"The product is okay, not bad.",neutral
1318,2025-06-08,"Terrible service, waste of money.",negative
1319,2025-05-04,Excellent service and quick response.,positive
1320,2025-08-09,"Great experience, will recommend to others.",positive
1321,2025-06-10,Customer support was unhelpful.,negative
1322,2025-05-05,The product is amazing! It works perfectly.,positive
1323,2025-10-24,Not happy with the quality.,negative
1324,2025-05-20,Not happy with the quality.,negative
1325,2025-09-23,No major issues but can be better.,neutral
1326,2025-05-12,Customer support was unhelpful.,negative
1327,2025-09-06,"Terrible service, waste of money.",negative
1328,2025-10-16,"Terrible service, waste of money.",negative
1329,2025-07-17,"Terrible service, waste of money.",negative
1330,2025-06-23,"It works fine, nothing special.",neutral
1331,2025-08-15,"It works fine, nothing special.",neutral
1332,2025-07-09,Excellent service and quick response.,positive
1333,2025-10-07,"Very happy with the purchase, thank you!",positive
1334,2025-09-16,"It works fine, nothing special.",neutral
1335,2025-07-06,Product arrived damaged and late.,negative
1336,2025-07-27,"It works fine, nothing special.",neutral
1337,2025-05-19,"The product is okay, not bad.",neutral
1338,2025-08-29,Product arrived damaged and late.,negative
1339,2025-09-24,Excellent service and quick response.,positive
1340,2025-06-05,Average experience overall.,neutral
1341,2025-10-29,"Very happy with the purchase, thank you!",positive
1342,2025-08-16,Average experience overall.,neutral
1343,2025-07-05,"The product is okay, not bad.",neutral
1344,2025-05-31,"Great experience, will recommend to others.",positive
1345,2025-05-24,"Terrible service, waste of money.",negative
1346,2025-05-11,No major issues but can be better.,neutral
1347,2025-10-03,"Very happy with the purchase, thank you!",positive
1348,2025-10-28,Customer support was unhelpful.,negative
1349,2025-07-02,Excellent service and quick response.,positive
1350,2025-09-10,No major issues but can be better.,neutral
1351,2025-05-05,Not happy with the quality.,negative
1352,2025-08-02,"Terrible service, waste of money.",negative
1353,2025-06-04,Average experience overall.,neutral
1354,2025-06-05,Excellent service and quick response.,positive
1355,2025-05-29,The product is amazing! It works perfectly.,positive
1356,2025-09-12,"Neutral review, it’s acceptable.",neutral
1357,2025-07-02,"Great experience, will recommend to others.",positive
1358,2025-08-19,No major issues but can be better.,neutral
1359,2025-10-12,Product arrived damaged and late.,negative
1360,2025-09-21,No major issues but can be better.,neutral
1361,2025-08-15,"Neutral review, it’s acceptable.",neutral
1362,2025-09-28,Average experience overall.,neutral
1363,2025-10-01,Excellent service and quick response.,positive
1364,2025-08-16,No major issues but can be better.,neutral
1365,2025-10-27,Average experience overall.,neutral
1366,2025-08-14,Average experience overall.,neutral
1367,2025-05-29,No major issues but can be better.,neutral
1368,2025-05-07,Not happy with the quality.,negative
1369,2025-08-16,Average experience overall.,neutral
1370,2025-09-17,Product arrived damaged and late.,negative
1371,2025-07-26,"The product is okay, not bad.",neutral
1372,2025-09-26,Very bad experience. Not satisfied at all.,negative
1373,2025-10-13,Excellent service and quick response.,positive
1374,2025-09-03,"Great experience, will recommend to others.",positive
1375,2025-05-09,"Great experience, will recommend to others.",positive
1376,2025-06-29,Not happy with the quality.,negative
1377,2025-08-30,The product is amazing! It works perfectly.,positive
1378,2025-09-28,"Neutral review, it’s acceptable.",neutral
1379,2025-10-29,Excellent service and quick response.,positive
1380,2025-10-01,"The product is okay, not bad.",neutral
1381,2025-06-27,No major issues but can be better.,neutral
1382,2025-08-05,No major issues but can be better.,neutral
1383,2025-10-26,Customer support was unhelpful.,negative
1384,2025-06-25,Excellent service and quick response.,positive
1385,2025-06-04,No major issues but can be better.,neutral
1386,2025-09-08,"Terrible service, waste of money.",negative
1387,2025-06-09,Excellent service and quick response.,positive
1388,2025-08-06,Very bad experience. Not satisfied at all.,negative
1389,2025-05-15,"Very happy with the purchase, thank you!",positive
1390,2025-07-20,"Terrible service, waste of money.",negative
1391,2025-09-23,"Very happy with the purchase, thank you!",positive
1392,2025-10-10,Product arrived damaged and late.,negative
1393,2025-10-23,"The product is okay, not bad.",neutral
1394,2025-09-25,"Terrible service, waste of money.",negative
1395,2025-08-11,"The product is okay, not bad.",neutral
1396,2025-07-20,"The product is okay, not bad.",neutral
1397,2025-06-06,Customer support was unhelpful.,negative
1398,2025-06-17,Customer support was unhelpful.,negative
1399,2025-06-10,"Very happy with the purchase, thank you!",positive
1400,2025-07-03,"It works fine, nothing special.",neutral
1401,2025-10-16,Very bad experience. Not satisfied at all.,negative
1402,2025-06-19,Not happy with the quality.,negative
1403,2025-08-25,Not happy with the quality.,negative
1404,2025-08-30,Excellent service and quick response.,positive
1405,2025-05-21,Loved it! Totally worth the money.,positive
1406,2025-07-06,Average experience overall.,neutral
1407,2025-07-16,Very bad experience. Not satisfied at all.,negative
1408,2025-09-28,"Great experience, will recommend to others.",positive
1409,2025-10-07,"Very happy with the purchase, thank you!",positive
1410,2025-09-16,"The product is okay, not bad.",neutral
1411,2025-09-26,Very bad experience. Not satisfied at all.,negative
1412,2025-10-13,"Neutral review, it’s acceptable.",neutral
1413,2025-09-05,Customer support was unhelpful.,negative
1414,2025-09-03,Loved it! Totally worth the money.,positive
1415,2025-08-12,"Terrible service, waste of money.",negative
1416,2025-05-30,Not happy with the quality.,negative
1417,2025-06-04,Excellent service and quick response.,positive
1418,2025-07-25,"Very happy with the purchase, thank you!",positive
1419,2025-05-11,Loved it! Totally worth the money.,positive
1420,2025-05-25,"Very happy with the purchase, thank you!",positive
1421,2025-10-22,Average experience overall.,neutral
1422,2025-06-01,"The product is okay, not bad.",neutral
1423,2025-10-04,Customer support was unhelpful.,negative
1424,2025-09-14,The product is amazing! It works perfectly.,positive
1425,2025-09-21,"Great experience, will recommend to others.",positive
1426,2025-06-11,"Neutral review, it’s acceptable.",neutral
1427,2025-05-03,"It works fine, nothing special.",neutral
1428,2025-08-22,The product is amazing! It works perfectly.,positive
1429,2025-09-21,Very bad experience. Not satisfied at all.,negative
1430,2025-10-08,The product is amazing! It works perfectly.,positive
1431,2025-10-26,No major issues but can be better.,neutral
1432,2025-10-19,Very bad experience. Not satisfied at all.,negative
1433,2025-05-21,"Great experience, will recommend to others.",positive
1434,2025-08-19,Loved it! Totally worth the money.,positive
1435,2025-06-28,Very bad experience. Not satisfied at all.,negative
1436,2025-10-29,"Neutral review, it’s acceptable.",neutral
1437,2025-10-24,"Neutral review, it’s acceptable.",neutral
1438,2025-06-24,"The product is okay, not bad.",neutral
1439,2025-05-09,Not happy with the quality.,negative
1440,2025-05-11,The product is amazing! It works perfectly.,positive
1441,2025-08-26,Product arrived damaged and late.,negative
1442,2025-06-23,Very bad experience. Not satisfied at all.,negative
1443,2025-09-29,Excellent service and quick response.,positive
1444,2025-05-11,"It works fine, nothing special.",neutral
1445,2025-08-26,"It works fine, nothing special.",neutral
1446,2025-09-19,"Great experience, will recommend to others.",positive
1447,2025-06-11,Product arrived damaged and late.,negative
1448,2025-06-11,"It works fine, nothing special.",neutral
1449,2025-08-07,"Great experience, will recommend to others.",positive
1450,2025-08-24,Average experience overall.,neutral
1451,2025-06-24,"Neutral review, it’s acceptable.",neutral
1452,2025-10-05,The product is amazing! It works perfectly.,positive
1453,2025-07-18,Not happy with the quality.,negative
1454,2025-05-24,"Neutral review, it’s acceptable.",neutral
1455,2025-08-07,"Neutral review, it’s acceptable.",neutral
1456,2025-07-29,"Terrible service, waste of money.",negative
1457,2025-09-27,"It works fine, nothing special.",neutral
1458,2025-10-29,"Great experience, will recommend to others.",positive
1459,2025-05-05,Customer support was unhelpful.,negative
1460,2025-06-09,No major issues but can be better.,neutral
1461,2025-08-05,Excellent service and quick response.,positive
1462,2025-05-04,Not happy with the quality.,negative
1463,2025-05-10,"The product is okay, not bad.",neutral
1464,2025-10-17,Customer support was unhelpful.,negative
1465,2025-10-15,"Great experience, will recommend to others.",positive
1466,2025-09-16,Product arrived damaged and late.,negative
1467,2025-05-23,"The product is okay, not bad.",neutral
1468,2025-09-19,The product is amazing! It works perfectly.,positive
1469,2025-07-09,"Neutral review, it’s acceptable.",neutral
1470,2025-09-01,"Great experience, will recommend to others.",positive
1471,2025-07-07,"Great experience, will recommend to others.",positive
1472,2025-10-11,The product is amazing! It works perfectly.,positive
1473,2025-07-29,"Very happy with the purchase, thank you!",positive
1474,2025-10-29,The product is amazing! It works perfectly.,positive
1475,2025-07-28,No major issues but can be better.,neutral
1476,2025-10-12,Excellent service and quick response.,positive
1477,2025-08-21,"Neutral review, it’s acceptable.",neutral
1478,2025-05-12,"Great experience, will recommend to others.",positive
1479,2025-09-22,"Great experience, will recommend to others.",positive
1480,2025-07-16,Average experience overall.,neutral
1481,2025-06-14,Excellent service and quick response.,positive
1482,2025-07-22,"Terrible service, waste of money.",negative
1483,2025-10-13,The product is amazing! It works perfectly.,positive
1484,2025-09-04,No major issues but can be better.,neutral
1485,2025-08-31,No major issues but can be better.,neutral
1486,2025-10-28,The product is amazing! It works perfectly.,positive
1487,2025-08-30,Customer support was unhelpful.,negative
1488,2025-07-23,"Neutral review, it’s acceptable.",neutral
1489,2025-06-29,Very bad experience. Not satisfied at all.,negative
1490,2025-05-11,No major issues but can be better.,neutral
1491,2025-07-14,No major issues but can be better.,neutral
1492,2025-10-30,The product is amazing! It works perfectly.,positive
1493,2025-10-22,"Neutral review, it’s acceptable.",neutral
1494,2025-09-01,No major issues but can be better.,neutral
1495,2025-09-18,"Great experience, will recommend to others.",positive
1496,2025-05-10,"Terrible service, waste of money.",negative
1497,2025-06-20,The product is amazing! It works perfectly.,positive
1498,2025-08-25,Very bad experience. Not satisfied at all.,negative
1499,2025-07-30,Customer support was unhelpful.,negative
1500,2025-05-28,"Very happy with the purchase, thank you!",positive
